Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV56,OUT049,1909.9266119693737
DRH13,OUT027,3167.804413896032
FDA03,OUT017,2467.500357179735
FDF47,OUT027,4894.768770303284
FDX32,OUT046,2357.8411596943956
FDX57,OUT049,1741.2408968557645
NCA30,OUT045,2876.89702470343
FDO49,OUT013,977.3264246051324
FDL04,OUT019,-170.2176205289561
DRM48,OUT035,819.530944395906
FDR16,OUT013,3370.3904277993397
NCC19,OUT018,2712.127450072605
NCE42,OUT045,3576.627423079224
FDY24,OUT017,1096.0316615942083
FDH19,OUT049,2875.2894106337185
FDJ46,OUT013,2772.176663796593
FDN45,OUT010,1586.8974515774034
FDY08,OUT035,2387.9108679892447
FDZ37,OUT035,1640.5378920805867
NCT30,OUT045,767.515930089423
DRY23,OUT018,520.7698838797324
NCZ30,OUT018,1681.2184259644773
FDC44,OUT018,1546.8473054014776
FDB45,OUT035,1869.4742629837317
FDY04,OUT013,2663.560428896449
FDM27,OUT046,2525.5832116816327
FDZ43,OUT017,3879.191238743178
FDT39,OUT019,593.4271468303369
NCC06,OUT019,162.30242694907918
FDL15,OUT027,3867.270133104488
FDL57,OUT017,4118.318067530741
FDU08,OUT046,1629.8068108989967
FDK40,OUT017,4186.6451407824725
FDQ12,OUT010,1691.6469495225465
FDS48,OUT017,2514.0956881160355
FDP09,OUT045,3252.5690276998444
FDW21,OUT049,1787.9857594094422
FDY25,OUT035,2996.5849688760313
DRE13,OUT017,1514.8123375706073
FDV43,OUT019,-1078.3446696611898
FDD22,OUT045,1745.4018343239086
FDM46,OUT019,-381.2391624728142
NCO30,OUT010,1019.1475686614489
FDM25,OUT046,2772.382314186467
NCN41,OUT049,2060.5611223897868
FDU24,OUT045,1500.0483863910258
FDZ50,OUT046,2915.5286474427926
FDP45,OUT013,3973.7140722072113
NCM54,OUT045,1944.9333556257584
FDW10,OUT019,890.3858565139263
FDP20,OUT017,2165.2933529664197
FDK32,OUT046,2440.6486141867535
FDN52,OUT049,1585.2034513332571
FDM58,OUT045,1788.3071235549646
FDZ46,OUT027,3225.473887119335
NCA18,OUT018,1605.82347493933
FDD35,OUT046,1973.3711072143396
NCK31,OUT035,1018.9894104325355
FDI40,OUT027,3098.0061289421637
FDT50,OUT019,-240.2840710604048
NCT06,OUT046,2577.180942154917
FDT31,OUT035,3104.989591219865
FDT45,OUT049,1054.901084517048
FDT13,OUT045,2886.0693405278535
FDO50,OUT045,1445.2080514812765
NCU18,OUT010,345.5813240197457
NCR54,OUT049,3119.4151736498607
NCO18,OUT018,2520.830048102388
FDU09,OUT045,973.0760581743097
FDT13,OUT018,2689.603960684531
FDE09,OUT046,1831.3540563121726
NCK53,OUT019,-224.23308296671905
FDG45,OUT049,3415.29294154144
DRH15,OUT035,933.9141279880726
FDO21,OUT019,1680.4165505336114
FDD14,OUT027,4286.88248425852
FDC09,OUT046,1731.0382286850174
FDH45,OUT027,2256.37914842974
FDV32,OUT046,1113.199941796239
FDG12,OUT035,2125.3190903822638
FDS32,OUT013,2326.0115892270514
NCL55,OUT018,3589.4344579313793
DRE01,OUT035,3858.136377354407
DRE15,OUT049,1394.8362027901078
NCL42,OUT045,3738.2114840802356
FDP31,OUT013,1160.793534896514
FDN33,OUT018,1305.8189505663581
FDZ59,OUT046,2626.942869312249
FDE45,OUT010,936.6878496162549
FDJ07,OUT013,1965.5260417311492
FDQ45,OUT018,2685.461416130491
FDM33,OUT027,4826.919595530825
FDO15,OUT010,-526.5948364171011
FDM46,OUT013,1540.2062058773122
FDR03,OUT045,3204.377728696621
FDY49,OUT018,2419.5591786774526
FDQ60,OUT045,1886.438071490285
FDW10,OUT049,2875.9005798880294
FDO51,OUT049,971.8170759213131
FDJ40,OUT018,1554.391633440839
FDS20,OUT018,2599.768944001471
FDU45,OUT013,1913.1027850741516
FDV02,OUT035,2816.8879082796616
FDN09,OUT046,3755.1768744943943
NCM55,OUT027,4322.092318134831
FDN23,OUT018,2076.4844907820157
FDY31,OUT010,442.68502732495745
FDW03,OUT010,-80.04081588937095
FDD14,OUT046,2846.143735157503
FDV23,OUT017,2113.5025940309324
DRI03,OUT045,2688.887002078409
FDN13,OUT035,1753.115565567353
FDF45,OUT027,2528.2545921388346
FDU46,OUT035,1655.8437781846662
FDB57,OUT049,3614.463963968783
FDV12,OUT049,1782.879387992674
FDQ58,OUT013,2449.9248332601915
NCA18,OUT017,1953.5420054797257
FDH52,OUT049,1218.7959530632722
FDM24,OUT018,2156.6421297016395
NCP43,OUT027,4251.024313082056
NCO18,OUT019,898.8948531985637
FDM32,OUT017,1628.767993711755
NCL07,OUT017,806.1133070138067
FDK03,OUT013,3986.768976468265
FDP59,OUT017,1822.7988104972642
FDQ24,OUT049,3977.314464316452
FDQ16,OUT018,1529.6718715016973
FDU44,OUT013,2619.793804828218
FDH28,OUT010,-1124.2822777956826
FDV28,OUT019,-1184.2186629403623
FDM22,OUT045,945.4877883544181
FDR56,OUT046,3092.322751589668
FDV39,OUT049,3197.4779587366907
FDU37,OUT019,-493.76192773864557
FDQ11,OUT010,2134.1640291655863
FDX02,OUT045,3414.7111646989333
NCS42,OUT018,1238.2531870899898
FDY57,OUT027,3014.312766011467
FDB21,OUT049,3823.3056348596956
FDE28,OUT017,3688.4909735703764
FDQ55,OUT017,1996.9686558124672
FDA48,OUT049,3548.4678225986554
FDZ19,OUT045,2673.8985793336674
NCC43,OUT045,3800.565706060639
NCV18,OUT046,1328.579435364446
NCA42,OUT018,2233.8615763825915
FDY45,OUT046,3966.552674226815
NCC30,OUT045,2731.507454162548
FDM57,OUT013,1499.871676052072
FDL09,OUT010,765.7857983355602
FDB09,OUT027,3437.8067277460705
FDT44,OUT035,2055.737612421888
NCT06,OUT027,3998.482065273737
FDX26,OUT049,2975.5874977232793
FDK32,OUT013,2511.0028366434417
DRA12,OUT046,2256.08268277724
FDO46,OUT010,1130.8330084631189
FDE52,OUT013,1531.4306388220648
NCH42,OUT045,3487.6860600119285
FDV08,OUT035,937.4633837896606
FDB47,OUT018,3015.844765236772
FDC28,OUT010,-75.12137665998591
FDD22,OUT046,1831.9441001786356
FDS07,OUT027,3283.3910739539433
DRI13,OUT045,3302.548805425945
FDG32,OUT018,3170.572108555659
FDU14,OUT017,3980.5919559167914
FDD28,OUT019,-829.4643867095327
NCP41,OUT017,1871.7854993970684
FDS08,OUT049,2859.0353773784263
FDX47,OUT045,2481.4907885263237
FDC53,OUT019,-190.6998974473497
FDQ19,OUT035,3930.864577395221
FDL14,OUT045,2443.550458388793
FDM33,OUT019,1559.659641109372
FDA51,OUT045,1788.6349262410558
FDZ27,OUT018,631.316360598373
FDT04,OUT046,757.920327409963
DRC13,OUT049,2137.2787691080257
FDR16,OUT027,4793.995402996159
FDQ03,OUT027,5122.172745864492
FDE38,OUT035,2795.158449620742
DRH23,OUT027,2376.883245680395
FDT11,OUT019,1131.904868393914
FDD09,OUT035,2979.7454842499315
FDR40,OUT045,1370.426116204326
FDX07,OUT017,3035.3017645284726
FDR07,OUT035,1740.536193805628
FDA51,OUT017,1966.415051419937
FDT59,OUT019,1729.8580193267903
FDF20,OUT017,3162.374182723061
FDR13,OUT045,1851.724495404562
FDY26,OUT049,3431.1716192889276
FDW04,OUT017,2228.164124956037
FDK52,OUT017,3621.7462052848186
FDN60,OUT049,2585.3024032932294
FDM09,OUT019,854.6776535460868
FDP46,OUT049,1565.104367573238
FDB50,OUT019,-577.0022710480864
NCQ29,OUT049,4058.3379182324175
FDP16,OUT027,5229.456527453445
FDX33,OUT018,2309.5724639059
FDP07,OUT010,1187.8866438890063
FDN22,OUT046,3898.3732764242272
FDF39,OUT049,4195.626765638725
FDS21,OUT017,1217.4611458768368
NCM42,OUT013,1765.4506948667379
FDK50,OUT019,733.269656758279
DRF13,OUT027,3747.761933285835
FDH35,OUT018,2329.243235354397
FDP60,OUT018,1375.6376732398871
DRJ49,OUT027,3502.599368970594
NCT42,OUT019,480.5532369454644
FDE38,OUT049,2753.8387767567997
FDI04,OUT049,3245.955716235622
NCH54,OUT045,2407.6932667963038
FDT56,OUT049,1164.6929344381726
DRD15,OUT018,3316.9484795113367
FDV58,OUT013,3056.355048323336
FDP21,OUT049,3086.988643582033
FDH05,OUT013,3679.5629589978066
FDR10,OUT027,3995.9544407687554
NCP06,OUT045,2293.597429956058
FDF33,OUT049,1853.9042651520488
DRK37,OUT013,2970.358058759065
DRH49,OUT045,1337.2106273190955
FDT58,OUT013,2672.2057092342175
FDD41,OUT018,1476.0110826318605
FDP40,OUT018,1579.978595441552
FDM51,OUT027,3143.25120705114
FDO45,OUT010,-383.2422082707154
FDW33,OUT010,-155.17423672517123
FDY24,OUT045,923.438057958185
FDB10,OUT010,1801.1088199158016
FDM40,OUT035,2376.7800581984848
NCI06,OUT017,2917.76589217955
FDW12,OUT019,474.44426458336204
FDX48,OUT027,3929.1020937538888
NCW05,OUT027,3120.876013322628
FDX27,OUT017,1700.6757831857014
DRM37,OUT045,3004.108488966726
FDA38,OUT045,3688.3185838578675
FDR36,OUT046,773.3058371887842
FDZ45,OUT046,3102.0489103824484
FDG05,OUT017,2644.050131968349
FDK28,OUT013,4026.4571843299095
FDV47,OUT045,1374.894354460014
FDN21,OUT045,2476.1749541248932
FDP20,OUT027,3477.436588332608
FDI35,OUT045,2800.00040480435
DRY23,OUT013,841.617921339433
FDA56,OUT017,2097.193888500062
FDB09,OUT013,2026.1061797257648
NCO26,OUT027,3290.280584121868
FDQ49,OUT018,2266.3913221759994
FDI52,OUT027,3389.343393365949
FDZ44,OUT027,3332.9098294092664
FDZ09,OUT018,2322.695953277302
FDY03,OUT049,1979.1163396457148
NCG42,OUT017,2166.8818553123792
DRI13,OUT027,4804.39570751532
FDQ32,OUT013,2105.737147963871
FDW16,OUT035,1700.9035138302188
FDU27,OUT046,865.142815364071
FDR28,OUT010,754.8618709650759
FDQ49,OUT010,680.8328360148885
FDS37,OUT046,1886.30825865127
FDW26,OUT018,3191.780687579509
FDX12,OUT018,3522.2168033005782
NCP06,OUT013,2410.4637277578186
FDW45,OUT010,448.93926811934307
NCN30,OUT049,1650.8686082442691
FDN24,OUT049,1038.4682754065782
NCL41,OUT027,2049.360849314257
FDR02,OUT019,-61.55529270423267
FDD09,OUT010,984.5071681265404
FDS33,OUT010,-394.93977461858174
FDU22,OUT045,1864.125889584498
FDI53,OUT013,2624.0900168396706
DRH01,OUT049,2835.774339737547
FDX32,OUT013,2346.740750369422
NCP30,OUT018,468.79904213379996
FDB60,OUT045,3012.24806481774
FDB14,OUT049,1680.1334761253581
NCP02,OUT035,1140.3154930365913
FDJ10,OUT017,2362.9839610986983
FDG34,OUT046,1842.7482387237926
NCB18,OUT017,1543.6609303520877
FDM16,OUT049,1413.3281678017677
FDW25,OUT018,1150.5427528644705
FDB35,OUT010,-323.71045485726916
DRN11,OUT013,2265.9421514363694
FDF41,OUT019,1938.023898824385
FDH16,OUT045,1409.8865902940618
NCQ50,OUT018,3026.622229463722
DRH23,OUT018,690.0364987734661
DRJ37,OUT013,2423.9852848712576
DRJ24,OUT027,4284.486628954915
FDY16,OUT035,3055.907138171752
FDQ27,OUT045,1703.3116313672683
FDZ33,OUT045,2289.0944533390143
FDF29,OUT045,2099.4993156091577
FDA08,OUT049,2726.4351915538323
FDG31,OUT046,1130.1782829551082
FDE34,OUT019,1012.2143740558478
NCR30,OUT027,2649.325076137331
FDV33,OUT035,4179.130080264768
DRZ24,OUT018,1652.1310778428237
NCL54,OUT035,2840.680020395678
FDR12,OUT049,2875.9500232923842
NCC54,OUT046,3702.965434365822
DRN59,OUT013,856.2494223455274
FDX50,OUT019,-74.83240826920837
FDV31,OUT027,4216.765282742458
NCA29,OUT027,4126.621740159444
FDW60,OUT049,2937.2249452260503
FDX08,OUT017,2978.1334018870075
DRD49,OUT013,3645.663319142403
FDD33,OUT046,3570.6821667673803
FDW35,OUT013,838.9655842934603
FDJ36,OUT017,1810.6454916891428
FDV51,OUT035,2779.9966435277474
FDW36,OUT046,1736.4172407375963
FDH35,OUT046,2607.808771058075
NCS30,OUT027,3487.0742562027326
FDN49,OUT017,853.9865581919424
FDL08,OUT018,3546.1775932725886
FDI09,OUT013,3777.917408064276
FDP19,OUT018,1784.3732848863865
FDU21,OUT010,-1192.0522086292876
NCP41,OUT045,1680.5201116633332
FDY10,OUT013,1871.9650235023907
FDP12,OUT018,480.87984091717124
NCN26,OUT049,1965.380470755017
FDK44,OUT013,2767.0294195222345
FDC28,OUT049,1883.7777487456367
FDJ41,OUT027,5496.432812074761
NCT29,OUT035,2105.9465415120585
NCH42,OUT019,1660.8069989977812
FDU60,OUT018,2416.6779891953447
FDS02,OUT045,2978.396483084693
FDC51,OUT046,2036.1006716728605
FDU03,OUT013,2937.197044839686
FDX39,OUT045,3282.093358681828
NCY05,OUT010,-1197.2207893322407
NCL06,OUT027,5405.605928506179
FDD32,OUT035,1538.336381726979
NCN41,OUT045,1894.1336007808727
NCX53,OUT049,2348.057812058163
FDU57,OUT019,541.0634603502345
FDQ23,OUT046,1708.7318153928777
FDQ52,OUT045,3774.7883859682884
FDC14,OUT045,742.5971803161657
FDY09,OUT035,2936.297431940124
FDQ28,OUT045,2459.9347516977937
FDV25,OUT046,3435.744023344309
FDJ07,OUT035,2040.1137230318243
DRB25,OUT049,1810.705891702731
FDK52,OUT019,1627.096943350094
FDY52,OUT027,2536.762638169358
FDB28,OUT046,3078.535461912974
FDT36,OUT035,826.5961713879431
FDV25,OUT017,3558.2424800907893
NCN07,OUT027,3498.67344851511
FDC57,OUT017,3171.335709234502
FDQ03,OUT018,3441.4866415805704
FDU23,OUT017,2751.4120576577097
NCX41,OUT035,3440.124049440838
NCD06,OUT035,957.8491003004182
FDW08,OUT045,1657.4126765976102
NCU29,OUT017,2393.2682940552913
NCE06,OUT013,2544.1700693617026
FDV52,OUT010,45.796421918106375
FDB02,OUT017,2929.8724162097105
NCR18,OUT045,720.0683899945267
FDK16,OUT049,1649.6815889945137
NCQ29,OUT010,2067.736523455577
FDZ01,OUT019,-105.27182692013434
FDW27,OUT035,2645.452984120914
FDD17,OUT018,3430.0524280414916
FDW39,OUT013,2861.500847833999
DRH59,OUT045,1153.0474798217415
FDS52,OUT013,1720.8778456322168
FDU40,OUT027,4487.912434907614
NCF54,OUT013,2746.835164826258
FDH46,OUT045,1669.497832638396
NCP14,OUT049,1756.9939746970228
FDH50,OUT049,3027.944998088563
DRF15,OUT010,549.6582315370433
FDV27,OUT027,2927.8467477396916
NCJ06,OUT049,2026.3511945828445
FDN02,OUT018,2939.829522585783
FDQ51,OUT049,1000.9666415406596
FDQ07,OUT017,3597.2232944049647
FDS45,OUT049,1871.9428873526351
NCJ06,OUT045,1876.2194060994084
FDD36,OUT035,2054.2267670060673
FDY25,OUT045,2814.026195001546
FDU52,OUT046,2452.0850552457127
DRK47,OUT017,3601.338999326767
NCL30,OUT017,2142.2429649807773
FDN22,OUT035,4056.6445782847436
