Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK26,OUT010,482.6995426229509
FDD23,OUT045,3391.5912527272717
NCH54,OUT017,2894.2207107142854
NCP14,OUT010,219.2185209302325
FDM60,OUT010,92.67548155339806
FDV24,OUT017,2503.5013364485976
FDH08,OUT018,3327.952582926828
FDS12,OUT027,3242.0620715328478
FDR39,OUT027,5329.3147244444435
FDP12,OUT027,1378.2631852760744
DRF60,OUT027,6280.89088
FDC09,OUT035,1784.428738181819
FDF50,OUT018,2893.83982589928
FDG28,OUT035,4109.9006062176195
NCE19,OUT017,935.0323883040935
NCM53,OUT010,281.48208181818165
NCN18,OUT049,1511.8747716981138
FDF32,OUT035,3130.0049049504933
FDF11,OUT013,4109.9006062176195
DRI59,OUT049,3753.0000993630556
NCG54,OUT035,2894.2207107142854
FDM44,OUT046,1690.2340862385327
FDT57,OUT018,3327.952582926828
FDV24,OUT046,2503.5013364485976
FDI50,OUT019,584.7577647727275
FDS09,OUT035,713.8586545454549
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,584.7577647727275
FDC22,OUT017,3391.5912527272717
FDZ56,OUT046,2894.2207107142854
FDZ40,OUT019,165.91858165137612
FDS46,OUT027,3242.0620715328478
DRD24,OUT045,1827.8328454545451
FDV45,OUT017,2939.3484761904742
FDL26,OUT045,2894.2207107142854
FDA56,OUT018,1752.2524400000004
FDN27,OUT046,1922.149381714284
FDM20,OUT049,4109.9006062176195
FDO16,OUT017,1481.8506141732275
FDL03,OUT035,3130.0049049504933
FDE58,OUT046,1922.149381714284
FDI02,OUT027,3242.0620715328478
NCC55,OUT019,92.67548155339806
FDR03,OUT018,3327.952582926828
FDB14,OUT017,1424.5946902777775
FDR45,OUT013,4109.9006062176195
NCN07,OUT017,2243.6695967213113
FDM51,OUT019,219.2185209302325
FDT52,OUT027,6280.89088
FDL26,OUT046,2660.9504030303033
NCZ42,OUT046,4109.9006062176195
DRI47,OUT019,346.89728372093026
FDW40,OUT013,2309.2007980000008
FDN34,OUT046,2894.2207107142854
FDS01,OUT035,2851.6316958762886
NCG55,OUT045,1827.8328454545451
FDC11,OUT035,1424.5946902777775
FDX35,OUT018,3327.952582926828
NCB06,OUT046,2894.2207107142854
FDR09,OUT019,584.7577647727275
FDC53,OUT017,1559.3429752688176
FDY45,OUT013,4433.30403265306
FDA22,OUT010,425.9355914529914
FDE02,OUT035,1559.3429752688176
FDW21,OUT045,1879.0540499999993
FDV34,OUT046,1103.1862133333334
FDS59,OUT049,1784.428738181819
NCW17,OUT017,2243.6695967213113
NCK54,OUT046,1922.149381714284
FDG17,OUT019,584.7577647727275
FDG35,OUT017,3104.1898299065424
FDD08,OUT010,92.67548155339806
NCO07,OUT017,3753.0000993630556
FDJ10,OUT010,281.48208181818165
FDW36,OUT017,1511.8747716981138
FDW21,OUT010,219.2185209302325
FDY19,OUT017,1922.149381714284
DRE03,OUT013,798.2176035398229
NCC55,OUT049,677.1027476190476
FDH52,OUT010,165.91858165137612
FDO09,OUT017,4034.300306896551
FDU43,OUT045,4109.9006062176195
FDX09,OUT010,425.9355914529914
FDH40,OUT019,219.2185209302325
FDW58,OUT017,1690.2340862385327
FDC47,OUT017,3737.295775182481
NCR41,OUT035,1559.3429752688176
DRG49,OUT035,3737.295775182481
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.1862133333334
FDY35,OUT013,507.0464036697247
FDI35,OUT017,3384.1080642424236
NCU18,OUT049,2309.2007980000008
FDY33,OUT018,2232.8470218487396
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2752.970934653465
NCU42,OUT046,2649.1102324324333
NCV29,OUT018,2851.6316958762886
NCY30,OUT017,3384.1080642424236
FDQ46,OUT049,1879.0540499999993
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3753.0000993630556
NCD07,OUT045,1827.8328454545451
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2649.1102324324333
DRN59,OUT035,798.2176035398229
FDI44,OUT035,1243.0689297709916
FDA45,OUT049,2568.3328336448612
FDP31,OUT045,1103.1862133333334
FDY01,OUT046,1922.149381714284
FDT09,OUT018,1752.2524400000004
DRH03,OUT027,2517.8820884848496
FDA36,OUT018,2752.970934653465
NCF31,OUT017,2286.4132673684203
FDG14,OUT049,2286.4132673684203
FDG28,OUT027,6280.89088
FDU14,OUT049,4433.30403265306
FDY47,OUT019,281.48208181818165
FDI56,OUT049,1259.5490513157897
DRD01,OUT013,796.6402682539681
FDM22,OUT046,935.0323883040935
FDH33,OUT013,507.0464036697247
DRZ24,OUT013,1922.149381714284
NCQ38,OUT046,1690.2340862385327
FDO16,OUT027,2517.8820884848496
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2893.83982589928
FDU48,OUT045,1827.8328454545451
NCM43,OUT045,2894.2207107142854
FDR31,OUT010,346.89728372093026
DRK49,OUT018,507.0464036697247
NCI30,OUT010,584.7577647727275
DRD60,OUT017,3384.1080642424236
NCG19,OUT046,3454.062559154929
FDH12,OUT035,1511.8747716981138
FDM32,OUT035,1424.5946902777775
FDM27,OUT035,2894.2207107142854
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1559.3429752688176
FDS10,OUT013,2568.3328336448612
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1424.5946902777775
NCW42,OUT013,3753.0000993630556
NCC06,OUT018,1752.2524400000004
FDW02,OUT017,1987.2510486486474
NCD43,OUT017,1690.2340862385327
FDM57,OUT018,1259.5490513157897
FDA58,OUT017,3737.295775182481
FDK56,OUT046,3384.1080642424236
FDP52,OUT045,4109.9006062176195
FDW20,OUT018,1752.2524400000004
FDS52,OUT049,1690.2340862385327
NCT29,OUT018,1752.2524400000004
NCL54,OUT013,2851.6316958762886
FDC05,OUT045,3130.0049049504933
FDF34,OUT035,2752.970934653465
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.2185209302325
FDZ10,OUT045,1827.8328454545451
FDZ40,OUT035,935.0323883040935
FDD51,OUT018,507.0464036697247
NCY30,OUT019,425.9355914529914
FDP58,OUT017,3737.295775182481
FDV49,OUT017,4433.30403265306
FDY24,OUT019,165.91858165137612
NCO55,OUT017,1511.8747716981138
FDR13,OUT017,1922.149381714284
FDS51,OUT017,935.0323883040935
FDP26,OUT045,1879.0540499999993
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.0049049504933
FDN31,OUT018,2893.83982589928
DRM48,OUT017,583.8145788617886
FDN20,OUT049,2453.7477006992995
DRL01,OUT046,3454.062559154929
FDV56,OUT049,1784.428738181819
DRH13,OUT027,2517.8820884848496
FDA03,OUT017,2453.7477006992995
FDF47,OUT027,5329.3147244444435
FDX32,OUT046,2660.9504030303033
FDX57,OUT049,1559.3429752688176
NCA30,OUT045,2939.3484761904742
FDO49,OUT013,713.8586545454549
FDL04,OUT019,219.2185209302325
DRM48,OUT035,583.8145788617886
FDR16,OUT013,3454.062559154929
NCC19,OUT018,2893.83982589928
NCE42,OUT045,4109.9006062176195
FDY24,OUT017,935.0323883040935
FDH19,OUT049,2568.3328336448612
FDJ46,OUT013,2851.6316958762886
FDN45,OUT010,584.7577647727275
FDY08,OUT035,2142.7435709401716
FDZ37,OUT035,1481.8506141732275
NCT30,OUT045,798.2176035398229
DRY23,OUT018,507.0464036697247
NCZ30,OUT018,1752.2524400000004
FDC44,OUT018,1752.2524400000004
FDB45,OUT035,1690.2340862385327
FDY04,OUT013,2894.2207107142854
FDM27,OUT046,2894.2207107142854
FDZ43,OUT017,4109.9006062176195
FDT39,OUT019,346.89728372093026
NCC06,OUT019,281.48208181818165
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4034.300306896551
FDU08,OUT046,1559.3429752688176
FDK40,OUT017,4433.30403265306
FDQ12,OUT010,584.7577647727275
FDS48,OUT017,2660.9504030303033
FDP09,OUT045,3753.0000993630556
FDW21,OUT049,1559.3429752688176
FDY25,OUT035,3384.1080642424236
DRE13,OUT017,1481.8506141732275
FDV43,OUT019,92.67548155339806
FDD22,OUT045,1511.8747716981138
FDM46,OUT019,219.2185209302325
NCO30,OUT010,482.6995426229509
FDM25,OUT046,2851.6316958762886
NCN41,OUT049,1987.2510486486474
FDU24,OUT045,1481.8506141732275
FDZ50,OUT046,3384.1080642424236
FDP45,OUT013,4034.300306896551
NCM54,OUT045,1827.8328454545451
FDW10,OUT019,425.9355914529914
FDP20,OUT017,1987.2510486486474
FDK32,OUT046,2660.9504030303033
FDN52,OUT049,1259.5490513157897
FDM58,OUT045,1784.428738181819
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.2524400000004
FDD35,OUT046,2243.6695967213113
NCK31,OUT035,713.8586545454549
FDI40,OUT027,2517.8820884848496
FDT50,OUT019,219.2185209302325
NCT06,OUT046,2894.2207107142854
FDT31,OUT035,2752.970934653465
FDT45,OUT049,796.6402682539681
FDT13,OUT045,2939.3484761904742
FDO50,OUT045,1424.5946902777775
NCU18,OUT010,281.48208181818165
NCR54,OUT049,3130.0049049504933
NCO18,OUT018,2851.6316958762886
FDU09,OUT045,935.0323883040935
FDT13,OUT018,2893.83982589928
FDE09,OUT046,1690.2340862385327
NCK53,OUT019,219.2185209302325
FDG45,OUT049,3454.062559154929
DRH15,OUT035,677.1027476190476
FDO21,OUT019,584.7577647727275
FDD14,OUT027,5329.3147244444435
FDC09,OUT046,1784.428738181819
FDH45,OUT027,1378.2631852760744
FDV32,OUT046,1103.1862133333334
FDG12,OUT035,2243.6695967213113
FDS32,OUT013,2309.2007980000008
NCL55,OUT018,3327.952582926828
DRE01,OUT035,3737.295775182481
DRE15,OUT049,1259.5490513157897
NCL42,OUT045,4109.9006062176195
FDP31,OUT013,1103.1862133333334
FDN33,OUT018,1259.5490513157897
FDZ59,OUT046,2503.5013364485976
FDE45,OUT010,425.9355914529914
FDJ07,OUT013,1922.149381714284
FDQ45,OUT018,2752.970934653465
FDM33,OUT027,5329.3147244444435
FDO15,OUT010,165.91858165137612
FDM46,OUT013,1481.8506141732275
FDR03,OUT045,3753.0000993630556
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1827.8328454545451
FDW10,OUT049,2568.3328336448612
FDO51,OUT049,677.1027476190476
FDJ40,OUT018,1372.6884907407405
FDS20,OUT018,3384.1080642424236
FDU45,OUT013,1922.149381714284
FDV02,OUT035,2894.2207107142854
FDN09,OUT046,4109.9006062176195
NCM55,OUT027,5329.3147244444435
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.89728372093026
FDW03,OUT010,219.2185209302325
FDD14,OUT046,3384.1080642424236
FDV23,OUT017,2142.7435709401716
DRI03,OUT045,2851.6316958762886
FDN13,OUT035,1559.3429752688176
FDF45,OUT027,1378.2631852760744
FDU46,OUT035,1424.5946902777775
FDB57,OUT049,3753.0000993630556
FDV12,OUT049,1559.3429752688176
FDQ58,OUT013,2649.1102324324333
NCA18,OUT017,1922.149381714284
FDH52,OUT049,796.6402682539681
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.3147244444435
NCO18,OUT019,425.9355914529914
FDM32,OUT017,1424.5946902777775
NCL07,OUT017,583.8145788617886
FDK03,OUT013,4034.300306896551
FDP59,OUT017,1784.428738181819
FDQ24,OUT049,4433.30403265306
FDQ16,OUT018,1372.6884907407405
FDU44,OUT013,2894.2207107142854
FDH28,OUT010,92.67548155339806
FDV28,OUT019,92.67548155339806
FDM22,OUT045,935.0323883040935
FDR56,OUT046,3130.0049049504933
FDV39,OUT049,2752.970934653465
FDU37,OUT019,165.91858165137612
FDQ11,OUT010,584.7577647727275
FDX02,OUT045,3753.0000993630556
NCS42,OUT018,1259.5490513157897
FDY57,OUT027,2517.8820884848496
FDB21,OUT049,3454.062559154929
FDE28,OUT017,3737.295775182481
FDQ55,OUT017,1922.149381714284
FDA48,OUT049,3454.062559154929
FDZ19,OUT045,2851.6316958762886
NCC43,OUT045,4034.300306896551
NCV18,OUT046,1481.8506141732275
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4433.30403265306
NCC30,OUT045,2568.3328336448612
FDM57,OUT013,1243.0689297709916
FDL09,OUT010,425.9355914529914
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,2142.7435709401716
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3384.1080642424236
FDK32,OUT013,2660.9504030303033
DRA12,OUT046,2309.2007980000008
FDO46,OUT010,482.6995426229509
FDE52,OUT013,1424.5946902777775
NCH42,OUT045,4109.9006062176195
FDV08,OUT035,677.1027476190476
FDB47,OUT018,3327.952582926828
FDC28,OUT010,281.48208181818165
FDD22,OUT046,1922.149381714284
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,3753.0000993630556
FDG32,OUT018,3327.952582926828
FDU14,OUT017,4433.30403265306
FDD28,OUT019,165.91858165137612
NCP41,OUT017,1690.2340862385327
FDS08,OUT049,2851.6316958762886
FDX47,OUT045,2286.4132673684203
FDC53,OUT019,219.2185209302325
FDQ19,OUT035,4109.9006062176195
FDL14,OUT045,2286.4132673684203
FDM33,OUT019,584.7577647727275
FDA51,OUT045,1827.8328454545451
FDZ27,OUT018,713.8586545454549
FDT04,OUT046,677.1027476190476
DRC13,OUT049,2243.6695967213113
FDR16,OUT027,5329.3147244444435
FDQ03,OUT027,6280.89088
FDE38,OUT035,2286.4132673684203
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,482.6995426229509
FDD09,OUT035,2851.6316958762886
FDR40,OUT045,1481.8506141732275
FDX07,OUT017,3384.1080642424236
FDR07,OUT035,1559.3429752688176
FDA51,OUT017,1922.149381714284
FDT59,OUT019,584.7577647727275
FDF20,OUT017,3130.0049049504933
FDR13,OUT045,1827.8328454545451
FDY26,OUT049,3753.0000993630556
FDW04,OUT017,1987.2510486486474
FDK52,OUT017,3737.295775182481
FDN60,OUT049,2894.2207107142854
FDM09,OUT019,425.9355914529914
FDP46,OUT049,1259.5490513157897
FDB50,OUT019,165.91858165137612
NCQ29,OUT049,4034.300306896551
FDP16,OUT027,6280.89088
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.6995426229509
FDN22,OUT046,4034.300306896551
FDF39,OUT049,4034.300306896551
FDS21,OUT017,935.0323883040935
NCM42,OUT013,1879.0540499999993
FDK50,OUT019,425.9355914529914
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.6884907407405
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.89728372093026
FDE38,OUT049,2286.4132673684203
FDI04,OUT049,3130.0049049504933
NCH54,OUT045,2894.2207107142854
FDT56,OUT049,796.6402682539681
DRD15,OUT018,3327.952582926828
FDV58,OUT013,2893.83982589928
FDP21,OUT049,3391.5912527272717
FDH05,OUT013,3454.062559154929
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2453.7477006992995
FDF33,OUT049,1879.0540499999993
DRK37,OUT013,2893.83982589928
DRH49,OUT045,1243.0689297709916
FDT58,OUT013,2286.4132673684203
FDD41,OUT018,1372.6884907407405
FDP40,OUT018,1372.6884907407405
FDM51,OUT027,2517.8820884848496
FDO45,OUT010,219.2185209302325
FDW33,OUT010,219.2185209302325
FDY24,OUT045,935.0323883040935
FDB10,OUT010,584.7577647727275
FDM40,OUT035,2309.2007980000008
NCI06,OUT017,3384.1080642424236
FDW12,OUT019,346.89728372093026
FDX48,OUT027,4117.317712631579
NCW05,OUT027,2517.8820884848496
FDX27,OUT017,1559.3429752688176
DRM37,OUT045,3130.0049049504933
FDA38,OUT045,4109.9006062176195
FDR36,OUT046,677.1027476190476
FDZ45,OUT046,3130.0049049504933
FDG05,OUT017,2286.4132673684203
FDK28,OUT013,4433.30403265306
FDV47,OUT045,1424.5946902777775
FDN21,OUT045,2453.7477006992995
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3384.1080642424236
DRY23,OUT013,507.0464036697247
FDA56,OUT017,2243.6695967213113
FDB09,OUT013,1987.2510486486474
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,1922.149381714284
NCG42,OUT017,1987.2510486486474
DRI13,OUT027,5329.3147244444435
FDQ32,OUT013,1987.2510486486474
FDW16,OUT035,1424.5946902777775
FDU27,OUT046,798.2176035398229
FDR28,OUT010,425.9355914529914
FDQ49,OUT010,346.89728372093026
FDS37,OUT046,1922.149381714284
FDW26,OUT018,3327.952582926828
FDX12,OUT018,3327.952582926828
NCP06,OUT013,2453.7477006992995
FDW45,OUT010,346.89728372093026
NCN30,OUT049,1559.3429752688176
FDN24,OUT049,796.6402682539681
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,281.48208181818165
FDD09,OUT010,425.9355914529914
FDS33,OUT010,219.2185209302325
FDU22,OUT045,1827.8328454545451
FDI53,OUT013,2503.5013364485976
DRH01,OUT049,2568.3328336448612
FDX32,OUT013,2309.2007980000008
NCP30,OUT018,507.0464036697247
FDB60,OUT045,3391.5912527272717
FDB14,OUT049,1259.5490513157897
NCP02,OUT035,935.0323883040935
FDJ10,OUT017,2309.2007980000008
FDG34,OUT046,1784.428738181819
NCB18,OUT017,1424.5946902777775
FDM16,OUT049,1103.1862133333334
FDW25,OUT018,1259.5490513157897
FDB35,OUT010,219.2185209302325
DRN11,OUT013,2309.2007980000008
FDF41,OUT019,584.7577647727275
FDH16,OUT045,1424.5946902777775
NCQ50,OUT018,3327.952582926828
DRH23,OUT018,796.6402682539681
DRJ37,OUT013,2286.4132673684203
DRJ24,OUT027,5329.3147244444435
FDY16,OUT035,3384.1080642424236
FDQ27,OUT045,1879.0540499999993
FDZ33,OUT045,2503.5013364485976
FDF29,OUT045,1827.8328454545451
FDA08,OUT049,2286.4132673684203
FDG31,OUT046,1103.1862133333334
FDE34,OUT019,482.6995426229509
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4034.300306896551
DRZ24,OUT018,1752.2524400000004
NCL54,OUT035,2851.6316958762886
FDR12,OUT049,3104.1898299065424
NCC54,OUT046,3454.062559154929
DRN59,OUT013,798.2176035398229
FDX50,OUT019,281.48208181818165
FDV31,OUT027,5329.3147244444435
NCA29,OUT027,4117.317712631579
FDW60,OUT049,2851.6316958762886
FDX08,OUT017,3384.1080642424236
DRD49,OUT013,3454.062559154929
FDD33,OUT046,3454.062559154929
FDW35,OUT013,507.0464036697247
FDJ36,OUT017,1784.428738181819
FDV51,OUT035,2894.2207107142854
FDW36,OUT046,1511.8747716981138
FDH35,OUT046,2453.7477006992995
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190476
FDL08,OUT018,3327.952582926828
FDI09,OUT013,3454.062559154929
FDP19,OUT018,1752.2524400000004
FDU21,OUT010,92.67548155339806
NCP41,OUT045,1690.2340862385327
FDY10,OUT013,1922.149381714284
FDP12,OUT018,507.0464036697247
NCN26,OUT049,1922.149381714284
FDK44,OUT013,2568.3328336448612
FDC28,OUT049,1879.0540499999993
FDJ41,OUT027,6280.89088
NCT29,OUT035,1987.2510486486474
NCH42,OUT019,584.7577647727275
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3391.5912527272717
FDC51,OUT046,2243.6695967213113
FDU03,OUT013,3384.1080642424236
FDX39,OUT045,3753.0000993630556
NCY05,OUT010,92.67548155339806
NCL06,OUT027,6280.89088
FDD32,OUT035,1243.0689297709916
NCN41,OUT045,1827.8328454545451
NCX53,OUT049,2309.2007980000008
FDU57,OUT019,346.89728372093026
FDQ23,OUT046,1879.0540499999993
FDQ52,OUT045,4433.30403265306
FDC14,OUT045,677.1027476190476
FDY09,OUT035,2568.3328336448612
FDQ28,OUT045,2894.2207107142854
FDV25,OUT046,3753.0000993630556
FDJ07,OUT035,1922.149381714284
DRB25,OUT049,1511.8747716981138
FDK52,OUT019,584.7577647727275
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3391.5912527272717
FDT36,OUT035,583.8145788617886
FDV25,OUT017,3753.0000993630556
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2939.3484761904742
FDQ03,OUT018,3327.952582926828
FDU23,OUT017,2894.2207107142854
NCX41,OUT035,3753.0000993630556
NCD06,OUT035,798.2176035398229
FDW08,OUT045,1511.8747716981138
NCU29,OUT017,2649.1102324324333
NCE06,OUT013,2503.5013364485976
FDV52,OUT010,281.48208181818165
FDB02,OUT017,2851.6316958762886
NCR18,OUT045,677.1027476190476
FDK16,OUT049,1559.3429752688176
NCQ29,OUT010,584.7577647727275
FDZ01,OUT019,219.2185209302325
FDW27,OUT035,2503.5013364485976
FDD17,OUT018,3327.952582926828
FDW39,OUT013,2851.6316958762886
DRH59,OUT045,1103.1862133333334
FDS52,OUT013,1690.2340862385327
FDU40,OUT027,5329.3147244444435
NCF54,OUT013,2568.3328336448612
FDH46,OUT045,1879.0540499999993
NCP14,OUT049,1879.0540499999993
FDH50,OUT049,3384.1080642424236
DRF15,OUT010,346.89728372093026
FDV27,OUT027,2517.8820884848496
NCJ06,OUT049,2243.6695967213113
FDN02,OUT018,3327.952582926828
FDQ51,OUT049,798.2176035398229
FDQ07,OUT017,3737.295775182481
FDS45,OUT049,1879.0540499999993
NCJ06,OUT045,1827.8328454545451
FDD36,OUT035,1922.149381714284
FDY25,OUT045,3384.1080642424236
FDU52,OUT046,2286.4132673684203
DRK47,OUT017,3737.295775182481
NCL30,OUT017,1987.2510486486474
FDN22,OUT035,4034.300306896551
