Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT44,OUT035,2056.0
NCT06,OUT027,4036.0
FDX26,OUT049,3000.0
FDK32,OUT013,2520.0
DRA12,OUT046,2268.0
FDO46,OUT010,1120.0
FDE52,OUT013,1492.0
NCH42,OUT045,3564.0
FDV08,OUT035,876.0
FDB47,OUT018,3056.0
FDC28,OUT010,-132.0
FDD22,OUT046,1820.0
FDS07,OUT027,3296.0
DRI13,OUT045,3380.0
FDG32,OUT018,3228.0
FDU14,OUT017,4068.0
FDD28,OUT019,-924.0
NCP41,OUT017,1856.0
FDS08,OUT049,2876.0
FDX47,OUT045,2504.0
FDC53,OUT019,-260.0
FDQ19,OUT035,4012.0
FDL14,OUT045,2464.0
FDM33,OUT019,1588.0
FDA51,OUT045,1788.0
FDZ27,OUT018,548.0
FDT04,OUT046,692.0
DRC13,OUT049,2120.0
FDR16,OUT027,4872.0
FDQ03,OUT027,5216.0
FDE38,OUT035,2828.0
DRH23,OUT027,2364.0
FDT11,OUT019,1124.0
FDD09,OUT035,3020.0
FDR40,OUT045,1332.0
FDX07,OUT017,3072.0
FDR07,OUT035,1724.0
FDA51,OUT017,1964.0
FDT59,OUT019,1756.0
FDF20,OUT017,3212.0
FDR13,OUT045,1840.0
FDY26,OUT049,3464.0
FDW04,OUT017,2228.0
FDK52,OUT017,3696.0
FDN60,OUT049,2592.0
FDM09,OUT019,844.0
FDP46,OUT049,1516.0
FDB50,OUT019,-644.0
NCQ29,OUT049,4136.0
FDP16,OUT027,5328.0
FDX33,OUT018,2312.0
FDP07,OUT010,1192.0
FDN22,OUT046,3984.0
FDF39,OUT049,4268.0
FDS21,OUT017,1164.0
NCM42,OUT013,1744.0
FDK50,OUT019,708.0
DRF13,OUT027,3788.0
FDH35,OUT018,2332.0
FDP60,OUT018,1332.0
DRJ49,OUT027,3532.0
NCT42,OUT019,444.0
FDE38,OUT049,2764.0
FDI04,OUT049,3276.0
NCH54,OUT045,2436.0
FDT56,OUT049,1096.0
DRD15,OUT018,3380.0
FDV58,OUT013,3108.0
FDP21,OUT049,3104.0
FDH05,OUT013,3752.0
FDR10,OUT027,4032.0
NCP06,OUT045,2312.0
FDF33,OUT049,1816.0
DRK37,OUT013,3020.0
DRH49,OUT045,1316.0
FDT58,OUT013,2704.0
FDD41,OUT018,1432.0
FDP40,OUT018,1536.0
FDM51,OUT027,3132.0
FDO45,OUT010,-468.0
FDW33,OUT010,-208.0
FDY24,OUT045,876.0
FDB10,OUT010,1840.0
FDM40,OUT035,2400.0
NCI06,OUT017,2956.0
FDW12,OUT019,436.0
FDX48,OUT027,3956.0
NCW05,OUT027,3128.0
FDX27,OUT017,1680.0
DRM37,OUT045,3072.0
FDA38,OUT045,3776.0
FDR36,OUT046,704.0
FDZ45,OUT046,3148.0
FDG05,OUT017,2668.0
FDK28,OUT013,4120.0
FDV47,OUT045,1348.0
FDN21,OUT045,2508.0
FDP20,OUT027,3492.0
FDI35,OUT045,2844.0
DRY23,OUT013,788.0
FDA56,OUT017,2092.0
FDB09,OUT013,2020.0
NCO26,OUT027,3296.0
FDQ49,OUT018,2256.0
FDI52,OUT027,3404.0
FDZ44,OUT027,3340.0
FDZ09,OUT018,2328.0
FDY03,OUT049,1948.0
NCG42,OUT017,2168.0
DRI13,OUT027,4896.0
FDQ32,OUT013,2096.0
FDW16,OUT035,1672.0
FDU27,OUT046,804.0
FDR28,OUT010,724.0
FDQ49,OUT010,648.0
FDS37,OUT046,1868.0
FDW26,OUT018,3236.0
FDX12,OUT018,3572.0
NCP06,OUT013,2420.0
FDW45,OUT010,416.0
NCN30,OUT049,1600.0
FDN24,OUT049,968.0
NCL41,OUT027,1992.0
FDR02,OUT019,-124.0
FDD09,OUT010,972.0
FDS33,OUT010,-472.0
FDU22,OUT045,1868.0
FDI53,OUT013,2648.0
DRH01,OUT049,2864.0
FDX32,OUT013,2356.0
NCP30,OUT018,376.0
FDB60,OUT045,3064.0
FDB14,OUT049,1636.0
NCP02,OUT035,1092.0
FDJ10,OUT017,2376.0
FDG34,OUT046,1816.0
NCB18,OUT017,1512.0
FDM16,OUT049,1348.0
FDW25,OUT018,1092.0
FDB35,OUT010,-400.0
DRN11,OUT013,2296.0
FDF41,OUT019,1996.0
FDH16,OUT045,1384.0
NCQ50,OUT018,3060.0
DRH23,OUT018,636.0
DRJ37,OUT013,2448.0
DRJ24,OUT027,4360.0
FDY16,OUT035,3100.0
FDQ27,OUT045,1688.0
FDZ33,OUT045,2316.0
FDF29,OUT045,2100.0
FDA08,OUT049,2728.0
FDG31,OUT046,1076.0
FDE34,OUT019,1012.0
NCR30,OUT027,2624.0
FDV33,OUT035,4272.0
DRZ24,OUT018,1632.0
NCL54,OUT035,2880.0
FDR12,OUT049,2884.0
NCC54,OUT046,3784.0
DRN59,OUT013,804.0
FDX50,OUT019,-132.0
FDV31,OUT027,4276.0
NCA29,OUT027,4172.0
FDW60,OUT049,2948.0
FDX08,OUT017,3016.0
DRD49,OUT013,3744.0
FDD33,OUT046,3644.0
FDW35,OUT013,772.0
FDJ36,OUT017,1796.0
FDV51,OUT035,2812.0
FDW36,OUT046,1712.0
FDH35,OUT046,2628.0
NCS30,OUT027,3508.0
FDN49,OUT017,792.0
FDL08,OUT018,3608.0
FDI09,OUT013,3860.0
FDP19,OUT018,1772.0
FDU21,OUT010,-1308.0
NCP41,OUT045,1664.0
FDY10,OUT013,1860.0
FDP12,OUT018,384.0
NCN26,OUT049,1932.0
FDK44,OUT013,2804.0
FDC28,OUT049,1852.0
FDJ41,OUT027,5608.0
NCT29,OUT035,2104.0
NCH42,OUT019,1684.0
FDU60,OUT018,2416.0
FDS02,OUT045,3036.0
FDC51,OUT046,2016.0
FDU03,OUT013,2972.0
FDX39,OUT045,3344.0
NCY05,OUT010,-1312.0
NCL06,OUT027,5516.0
FDD32,OUT035,1504.0
NCN41,OUT045,1892.0
NCX53,OUT049,2332.0
FDU57,OUT019,516.0
FDQ23,OUT046,1680.0
FDQ52,OUT045,3872.0
FDC14,OUT045,680.0
FDY09,OUT035,2972.0
FDQ28,OUT045,2484.0
FDV25,OUT046,3496.0
FDJ07,OUT035,2032.0
DRB25,OUT049,1784.0
FDK52,OUT019,1660.0
FDY52,OUT027,2500.0
FDB28,OUT046,3124.0
FDT36,OUT035,768.0
FDV25,OUT017,3628.0
NCN07,OUT027,3512.0
FDC57,OUT017,3216.0
FDQ03,OUT018,3492.0
FDU23,OUT017,2780.0
NCX41,OUT035,3500.0
NCD06,OUT035,904.0
FDW08,OUT045,1656.0
NCU29,OUT017,2404.0
NCE06,OUT013,2568.0
FDV52,OUT010,-4.0
FDB02,OUT017,2960.0
NCR18,OUT045,656.0
FDK16,OUT049,1612.0
NCQ29,OUT010,2124.0
FDZ01,OUT019,-180.0
FDW27,OUT035,2676.0
FDD17,OUT018,3484.0
FDW39,OUT013,2888.0
DRH59,OUT045,1128.0
FDS52,OUT013,1696.0
FDU40,OUT027,4552.0
NCF54,OUT013,2776.0
FDH46,OUT045,1652.0
NCP14,OUT049,1724.0
FDH50,OUT049,3052.0
DRF15,OUT010,528.0
FDV27,OUT027,2908.0
NCJ06,OUT049,1996.0
FDN02,OUT018,2976.0
FDQ51,OUT049,912.0
FDQ07,OUT017,3668.0
FDS45,OUT049,1828.0
NCJ06,OUT045,1872.0
FDD36,OUT035,2048.0
FDY25,OUT045,2856.0
FDU52,OUT046,2464.0
DRK47,OUT017,3684.0
NCL30,OUT017,2140.0
FDN22,OUT035,4156.0
NCF30,OUT027,3428.0
FDK03,OUT035,4236.0
FDT45,OUT017,1032.0
NCC54,OUT027,5196.0
FDP08,OUT018,2844.0
FDU44,OUT046,2632.0
DRG39,OUT035,1028.0
FDU32,OUT049,2056.0
FDY27,OUT049,2936.0
NCP54,OUT013,1992.0
NCZ41,OUT049,2088.0
DRL49,OUT013,2320.0
FDI05,OUT018,992.0
FDY56,OUT045,3572.0
DRC13,OUT013,2072.0
NCV29,OUT017,2940.0
FDR24,OUT049,1572.0
FDZ34,OUT018,2752.0
FDP37,OUT035,2168.0
FDX08,OUT027,4332.0
FDS57,OUT045,2204.0
NCG18,OUT049,1724.0
FDK25,OUT018,2424.0
FDH53,OUT049,1456.0
DRI59,OUT018,3236.0
FDA52,OUT046,2836.0
FDT20,OUT010,-1248.0
FDE36,OUT019,724.0
FDI24,OUT017,2884.0
FDB28,OUT018,2872.0
FDV11,OUT017,2956.0
FDP01,OUT046,2492.0
FDD34,OUT027,4032.0
FDJ50,OUT027,2328.0
FDZ44,OUT013,1952.0
DRO59,OUT035,1380.0
DRB48,OUT045,652.0
FDR21,OUT018,2508.0
NCE42,OUT010,1784.0
FDO23,OUT046,1496.0
NCE30,OUT018,3044.0
FDQ22,OUT035,812.0
FDY01,OUT045,1820.0
FDS08,OUT017,2936.0
FDG28,OUT018,3652.0
FDQ51,OUT018,576.0
FDB05,OUT017,4048.0
FDO56,OUT049,2004.0
FDE02,OUT018,1200.0
FDN45,OUT017,3632.0
FDS09,OUT013,896.0
NCA54,OUT018,2576.0
FDP09,OUT010,1468.0
FDC53,OUT045,1564.0
NCM55,OUT017,3040.0
FDL09,OUT018,2432.0
FDA11,OUT019,-388.0
FDA50,OUT045,1480.0
FDC23,OUT017,2964.0
FDE22,OUT049,2628.0
FDD23,OUT046,3000.0
NCA29,OUT049,2812.0
FDK38,OUT046,2344.0
DRC13,OUT046,1976.0
NCP43,OUT049,2916.0
FDX28,OUT049,1692.0
FDF08,OUT049,1588.0
FDZ33,OUT046,2372.0
FDD10,OUT049,2972.0
FDO58,OUT017,2704.0
FDI50,OUT017,3792.0
FDO58,OUT045,2596.0
FDX08,OUT013,2924.0
NCK17,OUT010,-1240.0
FDF39,OUT035,4336.0
FDU45,OUT010,-68.0
NCJ18,OUT018,1556.0
DRC27,OUT019,1972.0
DRC25,OUT035,1528.0
FDU59,OUT035,2708.0
FDU28,OUT035,3196.0
NCP30,OUT046,672.0
FDB39,OUT018,644.0
FDE41,OUT013,1480.0
DRH11,OUT010,-996.0
FDA58,OUT045,3676.0
FDU50,OUT046,1884.0
FDM34,OUT013,2120.0
FDM44,OUT027,3100.0
FDR39,OUT045,2868.0
FDM25,OUT045,2780.0
FDQ49,OUT049,2628.0
DRH25,OUT018,592.0
FDM09,OUT027,4196.0
FDL44,OUT019,684.0
NCR42,OUT018,256.0
DRL59,OUT046,868.0
FDX43,OUT013,2716.0
DRK47,OUT010,1656.0
FDU48,OUT018,1832.0
FDY12,OUT045,816.0
NCN43,OUT018,1664.0
NCM55,OUT018,2612.0
FDQ21,OUT027,3436.0
FDX13,OUT035,4120.0
NCK30,OUT027,5416.0
FDG20,OUT049,2904.0
DRG27,OUT017,772.0
FDY14,OUT018,3888.0
FDP59,OUT035,1852.0
FDU60,OUT017,2840.0
NCC18,OUT019,768.0
DRJ39,OUT017,3556.0
FDS07,OUT049,1908.0
FDM08,OUT027,5004.0
FDP51,OUT045,1916.0
FDU16,OUT035,1532.0
FDH12,OUT013,1756.0
DRE48,OUT010,1192.0
NCL42,OUT027,5280.0
FDR21,OUT045,2776.0
NCW29,OUT035,2236.0
FDO11,OUT013,4040.0
NCM31,OUT049,2312.0
FDV35,OUT019,556.0
FDF58,OUT017,1144.0
NCE43,OUT049,2744.0
FDA02,OUT035,2496.0
DRL37,OUT010,-1172.0
FDR24,OUT018,1236.0
FDW59,OUT049,1448.0
FDS22,OUT049,896.0
FDW24,OUT017,952.0
FDU24,OUT035,1708.0
FDA21,OUT027,4416.0
FDH58,OUT027,3332.0
FDW36,OUT018,1396.0
FDI45,OUT027,4208.0
FDU01,OUT018,2716.0
FDF35,OUT027,3192.0
FDU43,OUT019,1892.0
FDE24,OUT019,388.0
FDK50,OUT049,2692.0
FDG31,OUT045,1000.0
FDC60,OUT045,1440.0
FDL36,OUT013,1504.0
FDP21,OUT013,3092.0
FDW16,OUT045,1464.0
FDX02,OUT017,3668.0
FDQ58,OUT027,3916.0
FDT51,OUT046,1824.0
FDD59,OUT049,1416.0
NCM42,OUT018,1452.0
FDA57,OUT018,416.0
FDZ48,OUT035,1956.0
FDE46,OUT045,2392.0
NCZ30,OUT019,20.0
FDB56,OUT017,3132.0
FDA25,OUT027,3168.0
FDD20,OUT013,2060.0
FDL25,OUT013,1564.0
NCO18,OUT049,2884.0
FDJ45,OUT017,712.0
FDR12,OUT035,2908.0
NCF19,OUT010,-1140.0
FDK25,OUT046,2664.0
NCR17,OUT046,1808.0
FDC52,OUT046,2464.0
NCA54,OUT017,2964.0
FDR45,OUT010,1880.0
NCM19,OUT049,1888.0
FDF39,OUT027,5648.0
FDX23,OUT049,1660.0
FDD58,OUT027,3060.0
FDX28,OUT013,1656.0
NCD31,OUT013,2608.0
FDU57,OUT018,2156.0
FDI27,OUT046,804.0
NCM42,OUT046,1716.0
FDD32,OUT027,2812.0
FDI34,OUT013,3692.0
NCM29,OUT049,2148.0
